Permalink,Post Message,Posted,Lifetime Post Total Reach,Lifetime Post Total Impressions,Lifetime Talking About This (Post) by action type - like,Lifetime Talking About This (Post) by action type - share,Lifetime Talking About This (Post) by action type - comment
https://www.facebook.com/underthebutton/posts/10155135791170855,It's been 23 years.,3/21/18 11:40,1275,1639,70,0,0
https://www.facebook.com/underthebutton/posts/10155135620680855,He's a &quot;communications major who has a sweet start-up idea related to 'socks.'&quot;,3/21/18 10:10,2815,3919,33,9,1
https://www.facebook.com/underthebutton/posts/10155135223940855,A good use of the day off.,3/21/18 8:52,3216,4312,47,15,0
https://www.facebook.com/underthebutton/posts/10155134086185855,&quot;There are a host of possible subjects out there on Pennês campus _ they neednêt look further than the 'Fire &amp; Ice bathroom' or the 'carrels of Van Pelt.'&quot;,3/20/18 19:00,1249,1677,6,0,0
https://www.facebook.com/underthebutton/posts/10155133959290855,Honestly.,3/20/18 17:45,2113,2900,22,8,0
https://www.facebook.com/underthebutton/posts/10155133645745855,We've all seen it happen.,3/20/18 16:20,1637,2283,33,3,1
https://www.facebook.com/underthebutton/posts/10155133374610855,&quot;Maybe Allegro's used it instead of a pepperoni pizza slice?&quot;,3/20/18 15:10,1440,1968,19,2,0
https://www.facebook.com/underthebutton/posts/10155133049750855,"&quot;Hours 7-9: Finally, some action! A lady just ate a granola barãwhich is illegalãat her table.&quot;",3/20/18 13:40,1245,1720,18,2,0
https://www.facebook.com/underthebutton/posts/10155132814420855,Have you heard the news?,3/20/18 12:10,3192,4496,52,12,0
https://www.facebook.com/underthebutton/posts/10155132645705855,I'm not desperate or anything...,3/20/18 10:46,2863,3936,27,8,0
https://www.facebook.com/underthebutton/posts/10155132386395855,Another Nor'easter??,3/20/18 8:41,6516,8851,170,68,2
https://www.facebook.com/underthebutton/posts/10155131051260855,We've been waiting so long for this.,3/19/18 17:45,788,1076,12,0,0
https://www.facebook.com/underthebutton/posts/10155130852120855,"He's on campus so often, anyways.",3/19/18 16:20,2863,3869,53,13,1
https://www.facebook.com/underthebutton/posts/10155130722355855,"&quot;Instead of reading Pedro Juan Gutierrezês Dirty Havana Trilogy, Ashberry went bar-hopping, tanning, and asked dozens of locals to take pictures of herself and her friends in bikinis.&quot;",3/19/18 15:25,1737,2284,22,3,2
https://www.facebook.com/underthebutton/posts/10155130629060855,"Share it, too... please.",3/19/18 14:40,414,645,14,1,0
https://www.facebook.com/underthebutton/posts/10155130492755855,Why don't we get these emails more often?,3/19/18 13:15,2144,2830,43,2,0
https://www.facebook.com/underthebutton/posts/10155130311380855,&quot;It's a life-hack.&quot;,3/19/18 11:40,2115,2826,35,5,0
https://www.facebook.com/underthebutton/posts/10155130154260855,Now all you have to do is show up.,3/19/18 10:25,2892,3986,66,21,0
https://www.facebook.com/underthebutton/posts/10155130015780855,"Don't forget your Eagles jerseys, too.",3/19/18 9:26,1850,2479,13,3,0
https://www.facebook.com/underthebutton/posts/10155128781105855,"&quot;Frats and ancient people faced many of the same obstacles, such as frequent invasions of their homes, and lived in similar conditions: with poor sanitation and low literacy rates.&quot;",3/18/18 18:36,1704,2173,30,2,0
https://www.facebook.com/underthebutton/posts/10155128530915855,&quot;Weêre just ripping off the band-aid instead of peeling it slowly.&quot;,3/18/18 16:20,2216,3334,100,0,2
https://www.facebook.com/underthebutton/posts/10155128342185855,"*a polo, khakis, and tennis shoes.",3/18/18 14:40,403,552,9,0,0
https://www.facebook.com/underthebutton/posts/10155128157550855,"And in 10 years, he'll be making seven figures.",3/18/18 13:15,4315,6264,118,8,2
https://www.facebook.com/underthebutton/posts/10155127901575855,So what if I need a 45-minute study break every 15 minutes?,3/18/18 11:40,3136,4268,29,7,0
https://www.facebook.com/underthebutton/posts/10155127722265855,"&quot;For months, my roommates have sent me text messages regarding the odors emanating from my bedroom and body. But I have reason to believe these messages are coming from Russian operatives pretending to be my roommates.&quot;",3/18/18 10:23,1758,2248,10,2,0
https://www.facebook.com/underthebutton/posts/10155127522910855,Disappointing.,3/18/18 8:50,883,1195,6,0,0
https://www.facebook.com/underthebutton/posts/10155125813145855,Hate to hear it.,3/17/18 15:25,1666,2349,32,0,0
https://www.facebook.com/underthebutton/posts/10155125598230855,A tale as old as time.,3/17/18 13:30,1702,2388,12,2,1
https://www.facebook.com/underthebutton/posts/10155125323030855,It's a miracle!,3/17/18 11:40,2950,4209,60,15,1
https://www.facebook.com/underthebutton/posts/10155125094880855,The hero we never knew we needed.,3/17/18 9:49,2900,3905,44,11,0
https://www.facebook.com/underthebutton/posts/10155123588665855,Who said he has no culture?,3/16/18 17:15,3154,4523,51,18,1
https://www.facebook.com/underthebutton/posts/10155123456110855,Classic mix-up!,3/16/18 16:20,2325,3238,34,10,1
https://www.facebook.com/underthebutton/posts/10155123344950855,"&quot;Conversations about how much people hate running into acquaintances on Locust are the third most common topic of conversation, with comparisons of exam schedules or hours of sleep last night coming in first and second respectively.&quot;",3/16/18 15:25,2418,3316,30,3,0
https://www.facebook.com/underthebutton/posts/10155123169875855,"Happy hour's a scam, folks.",3/16/18 13:55,3860,5346,73,21,1
https://www.facebook.com/underthebutton/posts/10155122889045855,Sign #1: Heês a talkative white guy.,3/16/18 12:30,7729,10043,93,94,0
https://www.facebook.com/underthebutton/posts/10155122698020855,"How about like, in three weeks?",3/16/18 10:45,1068,1447,8,0,0
https://www.facebook.com/underthebutton/posts/10155122457155855,"Although the IFC has been shy to call this a –Drexel Ban”, these new procedures will be used to specifically target unwanted Drexel students.",3/16/18 8:41,2184,3011,22,4,1
https://www.facebook.com/underthebutton/posts/10155121036640855,"&quot;Growing up in a castle in Hungary, I never thought Iêd end up robbing convenience stores in West Philadelphia.&quot;",3/15/18 17:45,1466,1996,32,1,0
https://www.facebook.com/underthebutton/posts/10155120881330855,Can we join in?,3/15/18 16:36,2132,2801,17,11,0
https://www.facebook.com/underthebutton/posts/10155120728285855,"Kinda hot, not gonna lie.",3/15/18 15:25,2753,3792,63,13,0
https://www.facebook.com/underthebutton/posts/10155120642985855,Yet another aspect of Penn's competitive culture comes to fruition.,3/15/18 14:40,2199,2986,27,7,0
https://www.facebook.com/underthebutton/posts/10155120405750855,"&quot;Since deleting her CNN and NYT apps, her optimism has been at a record high.&quot;",3/15/18 12:30,783,1042,4,1,0
https://www.facebook.com/underthebutton/posts/10155119636700855,"The game's at capacity, take a lap.",3/15/18 10:30,2074,2829,110,2,1
https://www.facebook.com/underthebutton/posts/10155119991395855,"Another day, another data breach:",3/15/18 9:45,687,976,11,0,0
https://www.facebook.com/underthebutton/posts/10155119745100855,"We've got this guys, no sweat.",3/15/18 8:00,980,1318,7,0,1
https://www.facebook.com/underthebutton/posts/10155118581390855,Can someone refill the Brita for me though?,3/14/18 17:45,1784,2449,70,6,1
https://www.facebook.com/underthebutton/posts/10155118409935855,Let the plebs know.,3/14/18 16:20,2598,3425,17,17,0
https://www.facebook.com/underthebutton/posts/10155118294935855,It's finally sinking in...,3/14/18 15:25,3019,3989,89,17,0
https://www.facebook.com/underthebutton/posts/10155118209030855,"&quot;Yeah, I had to evict Madison in order to set up the brewery, but it was well worth it.&quot;",3/14/18 14:40,819,1117,16,1,0
https://www.facebook.com/underthebutton/posts/10155118035675855,Empathy. Ever heard of it?,3/14/18 13:15,1069,1454,13,0,0
https://www.facebook.com/underthebutton/posts/10155117833045855,"Specifically, 38th.",3/14/18 11:40,1444,1914,11,3,0
https://www.facebook.com/underthebutton/posts/10155117498630855,&quot;5% is really great odds.&quot;,3/14/18 9:05,3407,5145,74,8,5
https://www.facebook.com/underthebutton/posts/10155117060815855,"Generous except when it matters most, apparently.",3/14/18 7:45,1545,2352,58,0,1
https://www.facebook.com/underthebutton/posts/10155116749360855,"It's fine, just skip it at this point.",3/14/18 5:45,714,997,5,0,0
https://www.facebook.com/underthebutton/posts/10155115880300855,Carol's a bad bitch.,3/13/18 19:00,1434,2099,48,6,1
https://www.facebook.com/underthebutton/posts/10155115777815855,One step forward...,3/13/18 17:45,593,795,5,1,0
https://www.facebook.com/underthebutton/posts/10155115602615855,Isn't is weird that schools are made up of individual students attending them???,3/13/18 16:20,786,1030,7,0,0
https://www.facebook.com/underthebutton/posts/10155115492020855,"Don't lie, you've thought about it.",3/13/18 15:25,1103,1513,3,2,0
https://www.facebook.com/underthebutton/posts/10155115410450855,A steal.,3/13/18 14:40,1018,1354,28,3,0
https://www.facebook.com/underthebutton/posts/10155115238255855,"What, this hasn't happened to you?",3/13/18 13:15,597,789,9,0,0
https://www.facebook.com/underthebutton/posts/10155114933735855,We're so proud &lt;3,3/13/18 11:40,4097,5733,92,30,3
https://www.facebook.com/underthebutton/posts/10155114736790855,WE DEMAND A TRULY FOSSIL-FREE CAMPUS.,3/13/18 10:10,3284,4928,125,15,3
https://www.facebook.com/underthebutton/posts/10155114557095855,Why doesn't the new food court have a Starbucks....,3/13/18 8:40,1119,1445,19,0,0
https://www.facebook.com/underthebutton/posts/10155113338860855,"&quot;Wow, this is the best laptop sticker I've ever owned&quot; - Former Vice President Joe Biden",3/12/18 18:39,608,880,8,1,0
https://www.facebook.com/underthebutton/posts/10155113017855855,And you thought your trip had been exciting.,3/12/18 16:20,1102,1439,26,0,0
https://www.facebook.com/underthebutton/posts/10155112916790855,Can you believe it?,3/12/18 15:25,849,1124,13,0,0
https://www.facebook.com/underthebutton/posts/10155112841030855,A desperate move.,3/12/18 14:40,2322,3015,29,7,0
https://www.facebook.com/underthebutton/posts/10155112688250855,&quot;No one thought that the Eagles would win the Super Bowl either. But I've always believed.&quot;,3/12/18 13:15,4010,5645,141,18,1
https://www.facebook.com/underthebutton/posts/10155112515495855,Um every one of my 18 spring break instas are literally stunning and breathtaking I'm sorry,3/12/18 11:40,854,1145,28,2,0
https://www.facebook.com/underthebutton/posts/10155112336900855,Don't forget the Great American Challenge.,3/12/18 10:10,595,825,5,1,0
https://www.facebook.com/underthebutton/posts/10155112128200855,"Hi, yeah, my break was good, how about you?",3/12/18 8:40,2711,3504,36,15,0
https://www.facebook.com/underthebutton/posts/10155110626615855,It was one week :'(,3/11/18 16:20,4560,6020,65,49,0
https://www.facebook.com/underthebutton/posts/10155110523100855,We can't wait!,3/11/18 15:25,1182,1556,26,0,0
https://www.facebook.com/underthebutton/posts/10155110447420855,Penn Athletics we knew we made the right &quot;decision&quot; to come to Penn __,3/11/18 14:45,2591,3522,107,5,0
https://www.facebook.com/underthebutton/posts/10155110366350855,Is this not what you do for spring break?,3/11/18 14:00,838,1141,8,0,0
https://www.facebook.com/underthebutton/posts/10155110191565855,"&quot;Going into this project, people really had no idea what [babies] were incapable of.&quot;",3/11/18 12:35,1554,2032,16,3,0
https://www.facebook.com/underthebutton/posts/10155110041800855,He requested his last name be omitted.,3/11/18 11:20,3028,4724,21,6,0
https://www.facebook.com/underthebutton/posts/10155109822450855,"The turbulence is really soothing, I swear.",3/11/18 9:40,6239,8790,182,74,2
https://www.facebook.com/underthebutton/posts/10155109606945855,"Last year they had to steal it. Hopefully, next year, they won't have to share it.",3/11/18 8:27,939,1273,6,0,0
https://www.facebook.com/underthebutton/posts/10155107837270855,Use some of those foreign-language skills you picked up this week.,3/10/18 13:15,1240,1636,17,1,0
https://www.facebook.com/underthebutton/posts/10155107646915855,"&quot;So, do you have plans this summer yet?&quot;",3/10/18 11:40,617,877,7,0,0
https://www.facebook.com/underthebutton/posts/10155107493220855,There's still time!,3/10/18 10:10,3549,5138,123,23,2
https://www.facebook.com/underthebutton/posts/10155105269125855,When he says &quot;No hablo espa_ol&quot; with a hard H...,3/9/18 12:30,1524,2132,38,6,0
https://www.facebook.com/underthebutton/posts/10155105090370855,"No I didn't go anywhere, I just went home for break... hung out with my high school friends the whole time....yeah...",3/9/18 11:10,1258,1721,38,1,0
https://www.facebook.com/underthebutton/posts/10155102981375855,Happy International Women's Day!,3/8/18 16:31,1510,2147,39,1,1
https://www.facebook.com/underthebutton/posts/10155102506610855,We found the one single person who wishes school were in session right now.,3/8/18 12:30,621,853,9,0,0
https://www.facebook.com/underthebutton/posts/10155102175075855,"And you're DEFINITELY not hungover right now, either.",3/8/18 9:45,480,640,3,0,0
https://www.facebook.com/underthebutton/posts/10155099989520855,A must-have.,3/7/18 11:40,1242,1716,24,6,0
https://www.facebook.com/underthebutton/posts/10155099803240855,Wait... it's not true?,3/7/18 10:10,331,497,6,0,0
https://www.facebook.com/underthebutton/posts/10155097892165855,Amy Gutmann make him pay,3/6/18 13:15,526,709,25,0,0
https://www.facebook.com/underthebutton/posts/10155097723345855,What country are they in and what country are you in?,3/6/18 11:46,1249,1732,10,5,0
https://www.facebook.com/underthebutton/posts/10155095404225855,"A step we all have to take, one day.",3/5/18 13:15,531,772,11,1,0
https://www.facebook.com/underthebutton/posts/10155095215075855,Wow! Professors truly looking out for their students.,3/5/18 11:40,420,663,12,0,0
https://www.facebook.com/underthebutton/posts/10155095051700855,"Instead, I could be sipping margs in Cancun right now!!!",3/5/18 10:10,537,732,2,0,0
https://www.facebook.com/underthebutton/posts/10155092981925855,"&quot;Iêm on the executive board of the Wharton Undergraduate Retirement Club, so I think I have a good shot.&quot;",3/4/18 13:15,465,659,22,0,0
https://www.facebook.com/underthebutton/posts/10155092802130855,Aw &lt;3,3/4/18 11:40,624,893,2,0,0
https://www.facebook.com/underthebutton/posts/10155090773910855,Three cheek kisses is just excessive.,3/3/18 14:40,391,595,5,0,0
https://www.facebook.com/underthebutton/posts/10155090620785855,"Forget about the $70,000.",3/3/18 13:15,904,1300,9,0,0
https://www.facebook.com/underthebutton/posts/10155090443480855,Once he actually got on his flight...,3/3/18 11:40,627,894,22,0,0
https://www.facebook.com/underthebutton/posts/10155088813770855,"Thanks, Mother Nature.",3/2/18 18:31,222,315,3,0,0
https://www.facebook.com/underthebutton/posts/10155088195495855,"Yep, no stress!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!",3/2/18 12:30,714,1032,21,0,0
https://www.facebook.com/underthebutton/posts/10155088007965855,"&quot;If you were to ask me whoês captain of the water polo team at Trinity and who theyêre dating at Horace Mann, I could recite that in my sleep.&quot;",3/2/18 11:10,695,958,16,0,0
https://www.facebook.com/underthebutton/posts/10155087831440855,Hmmmm... really makes you think __,3/2/18 9:45,1637,2342,75,4,0
https://www.facebook.com/underthebutton/posts/10155087462100855,There's only one way to prepare for spring break.,3/2/18 8:20,436,603,11,0,0
https://www.facebook.com/underthebutton/posts/10155085998215855,Who said all of Penn's clubs were competitive?,3/1/18 17:15,456,657,7,0,0
https://www.facebook.com/underthebutton/posts/10155085878110855,&quot;The first mixer theme was innocent: a Royal Windsor Horse Show theme.&quot;,3/1/18 16:20,1277,1792,22,6,1
https://www.facebook.com/underthebutton/posts/10155085794405855,Maybe we'll stick to BYOs.,3/1/18 15:25,465,776,10,2,1
https://www.facebook.com/underthebutton/posts/10155085731960855,"You're welcome, everyone.",3/1/18 14:40,1013,1692,37,3,1
https://www.facebook.com/underthebutton/posts/10155085662315855,"&quot;If thereês one thing I learned today, itês that finance truly is lucrative.&quot;",3/1/18 13:55,207,298,3,0,0
https://www.facebook.com/underthebutton/posts/10155085423110855,"&quot;I myself can also sit in class, hydrating for all to see.&quot;",3/1/18 12:30,378,532,9,0,0
https://www.facebook.com/underthebutton/posts/10155085242795855,It's March. No sympathy.,3/1/18 11:10,227,325,0,0,0
https://www.facebook.com/underthebutton/posts/10155085063840855,"&quot;Usually, Iêm just getting drunk on weekends. But now youêre telling me I can have abrasive sand in every crease in my body while doing so? Count me in!&quot;",3/1/18 9:45,3560,5830,126,31,3
https://www.facebook.com/underthebutton/posts/10155084753630855,"Wait... I promise, it was really important.",3/1/18 8:20,624,881,8,3,0
https://www.facebook.com/underthebutton/posts/10155084580190855,Heads need to roll.,3/1/18 7:01,692,1007,22,3,0
https://www.facebook.com/underthebutton/posts/10155083676830855,We were really looking forward to sleeping through this.,2/28/18 19:00,220,353,2,0,0
https://www.facebook.com/underthebutton/posts/10155083535850855,I want YOU for the US&amp;M army.,2/28/18 17:45,961,1454,27,0,1
https://www.facebook.com/underthebutton/posts/10155083368025855,Exciting new research coming out of the School of Engineering!,2/28/18 16:20,186,287,3,1,0
https://www.facebook.com/underthebutton/posts/10155083273345855,It's a mystery!,2/28/18 15:25,2170,3005,80,39,0
https://www.facebook.com/underthebutton/posts/10155083194765855,One way to prepare for an interview.,2/28/18 14:40,451,639,10,0,0
https://www.facebook.com/underthebutton/posts/10155083057985855,Now that's what I call Girl PowerÈ!,2/28/18 13:30,450,603,7,0,0
https://www.facebook.com/underthebutton/posts/10155082984900855,He's here!!!,2/28/18 12:51,682,920,10,0,1
https://www.facebook.com/underthebutton/posts/10155082862200855,Relatable!,2/28/18 11:40,315,475,11,0,0
https://www.facebook.com/underthebutton/posts/10155082668215855,"The trolley though, not the bus...",2/28/18 10:10,479,703,6,0,1
https://www.facebook.com/underthebutton/posts/10155082452715855,"&quot;A soft, tender touch would work too. I havenêt felt any sort of emotional or physical intimacy since winter break.&quot;",2/28/18 8:40,1702,2657,42,7,1
https://www.facebook.com/underthebutton/posts/10155082092715855,"Yeah, you're still washed-up.",2/28/18 7:00,425,603,6,0,0
https://www.facebook.com/underthebutton/posts/10155081101440855,You couldn't have seen this one coming.,2/27/18 19:00,695,992,13,3,0
https://www.facebook.com/underthebutton/posts/10155080981730855,Six of them are double-minoring.,2/27/18 17:45,2464,3687,150,13,0
https://www.facebook.com/underthebutton/posts/10155080760125855,Been there.,2/27/18 16:20,2071,2956,55,27,0
https://www.facebook.com/underthebutton/posts/10155080639775855,"Freshman boys, take note.",2/27/18 15:25,537,735,9,0,0
https://www.facebook.com/underthebutton/posts/10155080564845855,It's been a tough few weeks.,2/27/18 14:40,646,886,11,2,0
https://www.facebook.com/underthebutton/posts/10155080416460855,&quot;I donêt know why this kid loves doing so poorly in school.&quot;,2/27/18 13:15,567,792,10,1,0
https://www.facebook.com/underthebutton/posts/10155080257705855,1 like = 1 prayer for this poor student.,2/27/18 11:40,592,875,11,2,0
https://www.facebook.com/underthebutton/posts/10155080075465855,"&quot;Let's face it, not that many people I know get to go. I mean, it's like a $12,000 trip.&quot;",2/27/18 10:10,583,810,1,0,0
https://www.facebook.com/underthebutton/posts/10155079888020855,Usually it only takes about 30 minutes!,2/27/18 8:40,816,1240,38,4,0
https://www.facebook.com/underthebutton/posts/10155079664730855,&quot;I have never had a more disappointing serenade in my life.&quot;,2/27/18 7:01,1454,2003,25,10,0
https://www.facebook.com/underthebutton/posts/10155078729040855,Huntsman GSRs are definitely BYO.,2/26/18 19:00,1456,1950,35,16,0
https://www.facebook.com/underthebutton/posts/10155078617300855,"Baltimore works, too.",2/26/18 17:45,469,633,4,0,0
https://www.facebook.com/underthebutton/posts/10155078426080855,&quot;This place is already a calamity. But I thrive in the heart of the storm.&quot;,2/26/18 16:20,1256,1937,49,8,2
https://www.facebook.com/underthebutton/posts/10155077605905855,He was just watering down his Banker's.,2/26/18 15:25,497,731,6,0,0
https://www.facebook.com/underthebutton/posts/10155078252325855,&quot;I feel like Iêm not asking too much.&quot;,2/26/18 14:40,651,1027,17,0,1
https://www.facebook.com/underthebutton/posts/10155078121395855,Thank Goodness we've been waiting for this.,2/26/18 13:15,422,574,2,0,0
https://www.facebook.com/underthebutton/posts/10155077944015855,Who needs the beach when you have frozen dairy and boxer briefs?,2/26/18 11:35,456,644,5,0,0
https://www.facebook.com/underthebutton/posts/10155077747055855,"&quot;Last year at a pledge event, they raised $400 for the 'strongest women in their lives' by letting older brothers pay $5 to punch the impressionable and vulnerable teens in the balls.&quot;",2/26/18 10:00,2033,3369,106,12,1
https://www.facebook.com/underthebutton/posts/10155077478380855,Are you a real one?,2/26/18 8:10,657,908,15,3,0
https://www.facebook.com/underthebutton/posts/10155076294550855,"&quot;This is literally a social-climbing, wealth-obsessed party in celebration of a book that warns against social climbing and decadence.&quot;",2/25/18 16:20,2124,2946,104,11,0
https://www.facebook.com/underthebutton/posts/10155076191025855,"His class is at 9 a.m. though, so it didn't make a huge difference.",2/25/18 15:25,1337,1868,45,5,0
https://www.facebook.com/underthebutton/posts/10155076104370855,"Still love ya, girl! Let's get coffee soon.",2/25/18 14:40,4196,5559,91,43,0
https://www.facebook.com/underthebutton/posts/10155075927135855,"Yes, this was my choice!!!",2/25/18 13:15,863,1175,7,0,0
https://www.facebook.com/underthebutton/posts/10155075716865855,"&quot;It might be Bradley, the shy barista, doing the five knuckle shuffle in his silk robe.&quot;",2/25/18 11:40,961,1269,4,0,0
https://www.facebook.com/underthebutton/posts/10155075567445855,It's a tough world out there.,2/25/18 10:10,1061,1415,13,0,0
https://www.facebook.com/underthebutton/posts/10155075412860855,"You're gonna be missing out if you're not in Penobscot Valley, Maine, next week.",2/25/18 8:55,1424,1951,11,2,0
https://www.facebook.com/underthebutton/posts/10155073830615855,OK maybe crisp white.,2/24/18 15:38,1112,1504,6,1,0
https://www.facebook.com/underthebutton/posts/10155073518815855,"&quot;I couldnêt believe that they forgot to ask me to their closed rush event again! I mean, what are the odds that Iêd slip through the cracks twice?&quot;",2/24/18 12:58,1516,2182,17,3,1
https://www.facebook.com/underthebutton/posts/10155073302400855,"He pays the same amount for rent, too.",2/24/18 11:00,647,891,8,1,0
https://www.facebook.com/underthebutton/posts/10155072994100855,"Honestly, who would have guessed?",2/24/18 8:50,1402,1928,18,19,0
https://www.facebook.com/underthebutton/posts/10155071669505855,Already???!?!!!,2/23/18 17:15,792,1065,15,1,0
https://www.facebook.com/underthebutton/posts/10155071567125855,"Then, he failed his first midterm.",2/23/18 16:20,391,552,12,0,0
https://www.facebook.com/underthebutton/posts/10155071485590855,Our tuition dollars hard at work.,2/23/18 15:25,1791,2577,70,5,1
https://www.facebook.com/underthebutton/posts/10155070505245855,He definitely put it off until senior year.,2/23/18 13:55,621,872,18,0,0
https://www.facebook.com/underthebutton/posts/10155071175480855,&quot;This is the real data analysis.&quot;,2/23/18 12:30,2674,3567,44,28,0
https://www.facebook.com/underthebutton/posts/10155071031995855,We didn't see this one coming.,2/23/18 11:10,645,865,9,0,0
https://www.facebook.com/underthebutton/posts/10155070787310855,"Reduce, Reuse, Recycle.",2/23/18 9:45,2196,3197,70,13,3
https://www.facebook.com/underthebutton/posts/10155070389685855,Our standards are prettttttty high these days.,2/23/18 8:20,355,478,4,0,0
https://www.facebook.com/underthebutton/posts/10155068572900855,We all knew this was coming.,2/22/18 17:15,731,962,3,0,0
https://www.facebook.com/underthebutton/posts/10155068860235855,When it's late February and you don't have a summer internship yet,2/22/18 16:20,369,533,4,0,0
https://www.facebook.com/underthebutton/posts/10155068764140855,"&quot;Yeah, I also recite the opening lines of the Inferno in Italian whenever I meet new people, just to make sure they know that I know.&quot;",2/22/18 15:25,1115,1797,63,8,1
https://www.facebook.com/underthebutton/posts/10155068665340855,Aw we're happy for her,2/22/18 14:40,531,728,6,1,0
https://www.facebook.com/underthebutton/posts/10155068396375855,"The pizza was &quot;below average&quot; but &quot;still free,&quot; according to several anonymous reports.",2/22/18 12:30,1117,1697,14,5,1
https://www.facebook.com/underthebutton/posts/10155068244100855,Overcompensating for one underutilized resource on campus.,2/22/18 11:10,1260,1824,19,2,0
https://www.facebook.com/underthebutton/posts/10155068093050855,You can't cheat off the guy next to you if everyone is failing.,2/22/18 9:45,1597,2466,32,2,0
https://www.facebook.com/underthebutton/posts/10155067909325855,An extremely effective precaution.,2/22/18 8:20,3795,5679,146,25,4
https://www.facebook.com/underthebutton/posts/10155067714805855,"&quot;I mean, maybe heês a Yale student visiting, in which case heês very smart... but I also see heês attending classes and doing homework, which would just indicate heês a huge idiot who doesnêt realize heês at the wrong school.&quot;",2/22/18 7:00,2796,3721,27,19,0
https://www.facebook.com/underthebutton/posts/10155066719775855,A clear top choice on the next episode of Frat House Huntersã10 p.m. on HGTV.,2/21/18 19:00,508,704,5,0,0
https://www.facebook.com/underthebutton/posts/10155066607495855,&quot;We are the class that drives the oppression of the proletariat. Just the other night I was discussing this with my sisters while at a downtown.&quot;,2/21/18 17:45,1528,2098,40,15,0
https://www.facebook.com/underthebutton/posts/10155066518760855,My aesthetic.,2/21/18 16:55,630,982,11,2,1
https://www.facebook.com/underthebutton/posts/10155066391925855,&quot;Making me not worry about my future for 30 seconds to enjoy this beautiful sunshine is not a valid excuse for fucking up the environment.&quot;,2/21/18 15:50,613,854,25,6,0
https://www.facebook.com/underthebutton/posts/10155066273010855,&quot;Iêm doing greatãbetter than ever after that Campus Conversation we had a few months ago. Isnêt it crazy how one hour-long conversation can fix all current and future problems we face on campus?&quot;,2/21/18 14:40,524,676,6,0,0
https://www.facebook.com/underthebutton/posts/10155066105170855,You donêt wanna know how dry his eyes are.,2/21/18 13:48,248,329,4,0,0
https://www.facebook.com/underthebutton/posts/10155065701100855,&quot;There used to be a great park nearby where you could mine helium isotopes deposited by the solar wind over billions of years. Thatês an Urban Outfitters now.&quot;,2/21/18 11:40,369,502,9,0,0
https://www.facebook.com/underthebutton/posts/10155065550790855,&quot;I was just going through some stuff last week with Lauren and I got a little drunk and it all came pouring out.&quot;,2/21/18 10:13,2988,4314,73,31,1
https://www.facebook.com/underthebutton/posts/10155065362315855,"&quot;Seeing you in your grey joggers, white Stan Smiths, and APES sweatshirt is the highlight of my day.&quot;",2/21/18 8:40,900,1167,4,0,0
https://www.facebook.com/underthebutton/posts/10155065101130855,Are you saying it didn't actually matter that I showed up at 10:03 instead of 9:58???,2/21/18 7:00,1333,1750,60,3,0
https://www.facebook.com/underthebutton/posts/10155064046870855,We crunched the numbers.,2/20/18 19:00,766,1053,14,0,0
https://www.facebook.com/underthebutton/posts/10155063931170855,Wharton is the #1 Business School no contest,2/20/18 17:45,520,741,9,2,0
https://www.facebook.com/underthebutton/posts/10155063768235855,"&quot;Another suggestion is their iced coffee, but with Everclear instead of coffee.&quot;",2/20/18 16:20,490,680,15,5,0
https://www.facebook.com/underthebutton/posts/10155063647920855,"Four years just goes by way too fast, doesnêt it?",2/20/18 15:05,273,412,6,0,0
https://www.facebook.com/underthebutton/posts/10155063615655855,Hope everyone's enjoying the weather today!!!,2/20/18 14:40,261,374,5,0,0
https://www.facebook.com/underthebutton/posts/10155062351960855,"&quot;If you think drugs get your heart racing fast and impair your decision making, just try being anxious.&quot;",2/20/18 13:15,1436,2215,55,0,2
https://www.facebook.com/underthebutton/posts/10155063295500855,At least he didn't set off the sprinklers.,2/20/18 11:40,259,393,1,0,0
https://www.facebook.com/underthebutton/posts/10155063151870855,Bonjour Ciao Hello,2/20/18 10:10,443,623,17,0,0
https://www.facebook.com/underthebutton/posts/10155062936210855,&quot;He managed to achieve a negative score on the first midterm (still close to the median).&quot;,2/20/18 8:40,2079,3077,65,25,1
https://www.facebook.com/underthebutton/posts/10155062739825855,"It's been a year and we're still having trouble coping, to be honest.",2/20/18 7:01,444,610,6,0,0
https://www.facebook.com/underthebutton/posts/10155061748250855,"Your turn, God.",2/19/18 19:00,365,522,7,0,0
https://www.facebook.com/underthebutton/posts/10155061630705855,"&quot;My kitchen is decorated with cups from the highest-tier investment banks, consulting companies, and law firms. Do I know what any of these businesses do? Absolutely not.&quot;",2/19/18 17:45,212,307,2,0,0
https://www.facebook.com/underthebutton/posts/10155061483110855,Wow he just drank it right out of the bottle,2/19/18 16:27,400,575,11,2,0
https://www.facebook.com/underthebutton/posts/10155061379300855,I can almost see it...,2/19/18 15:25,2219,3465,160,33,2
https://www.facebook.com/underthebutton/posts/10155061291695855,He knows how to boom bang bang,2/19/18 14:40,516,758,8,2,0
https://www.facebook.com/underthebutton/posts/10155061127755855,&quot;You will have like 3 good friends. And like 27 people that you are definitely going to get lunch with soon. Thatês enough.&quot;,2/19/18 13:15,1623,2264,41,9,0
